K,new_K,use_global_prior,learning_rate,avg_corr,median_corr,min_corr,silhouette_avg,dbi,cell_type_column,silhouette_NMF,input_conc,best_elbo,cell_type_accuracy,subtissue_accuracy,age_accuracy,wayp,mean_cell_entropy,overall_cell_total_entropy,Source
50,48,False,0.1,0.249054508400717,0.2469663025056732,0.2464674513845833,0.064149134,7.17554678849404,cell_ontology_class,,inf,477581571.0505496,0.8546599496221663,0.32544080604534,0.5055415617128464,NO,2.154884599659704,42772.30441864546,BrainOnly
20,20,False,0.1,0.3999377246976023,0.3958640707712976,0.3861235288521722,0.098696135,6.391427988641402,cell_ontology_class,,inf,521404182.6863767,0.863727959697733,0.3040302267002518,0.4662468513853904,NO,1.7872183522401488,35474.497073614715,BrainOnly
50,11,False,0.1,0.5719615165428737,0.5543981937880947,0.5069244351238957,0.12634383,7.098239641186334,cell_ontology_class,,1.003282,88267675.27278584,0.8773299748110831,0.3405541561712846,0.5617128463476071,NO,0.8243940994456374,16363.398479896456,BrainOnly
20,20,True,0.1,0.5689591720300594,0.5666193104869552,0.5113335592389925,0.069554724,5.353955929486249,cell_ontology_class,,0.9996276,88043228.23946904,0.8806045340050378,0.3420654911838791,0.6312342569269521,NO,1.9947908071533615,39594.60273118708,BrainOnly
20,20,False,0.1,0.6180691307479461,0.7290475472469795,0.2636065448801279,0.17001085,4.212252109858799,cell_ontology_class,,1.02379,87724990.58264208,0.8806045340050378,0.3531486146095718,0.580352644836272,NO,1.008318890394991,20014.121655450173,BrainOnly
20,20,True,0.1,0.5617645243162411,0.6000490489230161,0.4606801181034903,0.09029594,5.098669850516941,cell_ontology_class,,1.0015923,88043477.84040265,0.8808564231738035,0.3420654911838791,0.6229219143576826,NO,1.8317786334360815,36358.97409507279,BrainOnly
20,20,False,0.1,0.4081912618097295,0.3815715775892714,0.375438836194741,0.09296004,6.577608132322297,cell_ontology_class,,inf,521534866.5873432,0.8629722921914358,0.3138539042821158,0.4596977329974811,NO,1.8100141400141807,35926.970665141474,BrainOnly
20,20,False,0.1,0.4269385040712838,0.4422046252953374,0.3793931203864564,0.07868237,7.489324561175699,cell_ontology_class,,inf,520482694.7123381,0.8554156171284635,0.3103274559193955,0.4758186397984886,NO,1.791395844604812,35557.41611956091,BrainOnly
200,2,False,0.1,0.7618786851707786,0.6885821300647678,0.6012726653980747,-0.1712068,79.33868481794441,cell_ontology_class,,0.94800603,89723099.50404483,0.6727959697732997,0.2795969773299748,0.4256926952141058,NO,0.1160027908245146,2302.5393950757907,BrainOnly
100,12,True,0.1,0.5830339300153863,0.5712508338707644,0.5421179432865917,0.06752513,5.390264771486197,cell_ontology_class,,0.94639003,89641339.36637862,0.8564231738035264,0.3347607052896725,0.5443324937027708,NO,1.4831313415640608,29438.67399870504,BrainOnly
