cell_id,psap_expression
A1-B003281-3_39_F-1-1,2.2190535
A1-B003292-3_39_F-1-1,2.7088754
A1-MAA000570-3_8_M-1-1,3.721283
A1-MAA000593-3_8_M-1-1,2.3967457
A1-MAA000603-3_10_M-1-1,3.61701
A1-MAA000604-3_10_M-1-1,3.8211446
A1-MAA000617-3_10_M-1-1,3.392051
A20-B000825-3_38_F-1-1,3.1815643
A20-B000826-3_39_F-1-1,2.4832006
A20-B001176-3_56_F-1-1,4.1244426
A20-B001689-3_38_F-1-1,3.2478127
A20-B003278-3_38_F-1-1,3.2394068
A20-B003279-3_38_F-1-1,4.0225606
A20-B003292-3_39_F-1-1,3.8481562
A20-MAA000570-3_8_M-1-1,4.2123184
A20-MAA000603-3_10_M-1-1,3.8565137
A20-MAA000604-3_10_M-1-1,4.1912847
A20-MAA000605-3_10_M-1-1,4.6834793
A20-MAA000617-3_10_M-1-1,4.2128706
A21-B000825-3_38_F-1-1,2.7628064
A21-B000826-3_39_F-1-1,2.8867855
A21-B001176-3_56_F-1-1,3.535939
A21-B003279-3_38_F-1-1,3.1515768
A21-B003292-3_39_F-1-1,4.080144
A21-MAA000603-3_10_M-1-1,3.9871693
A21-MAA000604-3_10_M-1-1,4.2558684
A21-MAA000605-3_10_M-1-1,3.8460217
A22-B000826-3_39_F-1-1,2.415886
A22-B001176-3_56_F-1-1,4.0033817
A22-B001689-3_38_F-1-1,2.8712466
A22-B003279-3_38_F-1-1,3.2582068
A22-B003281-3_39_F-1-1,2.4414763
A22-MAA000590-3_9_M-1-1,0.0
A22-MAA000603-3_10_M-1-1,3.573486
A22-MAA000604-3_10_M-1-1,3.0747523
A2-B000826-3_39_F-1-1,3.2926776
A2-B001176-3_56_F-1-1,3.8654325
A2-B001689-3_38_F-1-1,3.0208578
A2-B003279-3_38_F-1-1,4.1659145
A2-B003281-3_39_F-1-1,1.8757831
A2-B003292-3_39_F-1-1,3.6243503
A2-MAA000570-3_8_M-1-1,4.2545033
A2-MAA000572-3_8_M-1-1,3.52437
A2-MAA000590-3_9_M-1-1,3.660614
A2-MAA000592-3_9_M-1-1,3.6785588
A2-MAA000603-3_10_M-1-1,3.552636
A2-MAA000604-3_10_M-1-1,4.2447944
A2-MAA000617-3_10_M-1-1,4.309555
A3-B000825-3_38_F-1-1,0.6222215
A3-B000826-3_39_F-1-1,2.7212174
A3-B001176-3_56_F-1-1,3.9167857
A3-B001689-3_38_F-1-1,2.9548135
A3-B003279-3_38_F-1-1,3.9758637
A3-B003281-3_39_F-1-1,1.4806268
A3-B003292-3_39_F-1-1,3.255454
A3-MAA000570-3_8_M-1-1,4.143108
A3-MAA000572-3_8_M-1-1,4.054284
A3-MAA000573-3_9_M-1-1,4.2363667
A3-MAA000590-3_9_M-1-1,4.2018375
A3-MAA000592-3_9_M-1-1,2.6937554
A3-MAA000593-3_8_M-1-1,2.9571497
A3-MAA000603-3_10_M-1-1,3.7990117
A3-MAA000604-3_10_M-1-1,3.8024435
A3-MAA000617-3_10_M-1-1,4.211388
A4-B000825-3_38_F-1-1,2.5432732
A4-B000826-3_39_F-1-1,3.4282
A4-B001176-3_56_F-1-1,3.9435136
A4-B001689-3_38_F-1-1,2.18485
A4-B003278-3_38_F-1-1,3.333569
A4-B003279-3_38_F-1-1,1.9502316
A4-B003281-3_39_F-1-1,2.146086
A4-B003292-3_39_F-1-1,1.5722294
A4-MAA000570-3_8_M-1-1,3.280006
A4-MAA000573-3_9_M-1-1,3.5076756
A4-MAA000590-3_9_M-1-1,3.9642587
A4-MAA000591-3_8_M-1-1,4.040804
A4-MAA000592-3_9_M-1-1,2.920395
A4-MAA000603-3_10_M-1-1,3.6336815
A4-MAA000604-3_10_M-1-1,3.648252
A4-MAA000617-3_10_M-1-1,4.5824637
A5-B000825-3_38_F-1-1,3.0243561
A5-B000826-3_39_F-1-1,2.8367803
A5-B001176-3_56_F-1-1,2.9315333
A5-B001689-3_38_F-1-1,3.3347127
A5-B003279-3_38_F-1-1,3.6040714
A5-B003281-3_39_F-1-1,1.925852
A5-B003292-3_39_F-1-1,2.948837
A5-MAA000573-3_9_M-1-1,3.1711793
A5-MAA000590-3_9_M-1-1,4.785072
A5-MAA000591-3_8_M-1-1,4.191644
A5-MAA000593-3_8_M-1-1,3.4100113
A5-MAA000603-3_10_M-1-1,3.841377
A5-MAA000604-3_10_M-1-1,3.481365
A5-MAA000617-3_10_M-1-1,4.9593296
A6-B000825-3_38_F-1-1,3.4611034
A6-B000826-3_39_F-1-1,3.0749
A6-B001176-3_56_F-1-1,3.4307184
A6-B001689-3_38_F-1-1,3.6431618
A6-B003279-3_38_F-1-1,3.335062
A6-B003281-3_39_F-1-1,2.0678246
A6-B003292-3_39_F-1-1,3.1069634
A6-MAA000572-3_8_M-1-1,3.4872055
A6-MAA000590-3_9_M-1-1,3.7767372
A6-MAA000591-3_8_M-1-1,3.6452053
A6-MAA000603-3_10_M-1-1,4.4448767
A6-MAA000604-3_10_M-1-1,3.9135633
A6-MAA000617-3_10_M-1-1,4.203177
A7-B000825-3_38_F-1-1,2.795
A7-B000826-3_39_F-1-1,2.6546335
A7-B001176-3_56_F-1-1,3.1269617
A7-B001689-3_38_F-1-1,4.340367
A7-B003279-3_38_F-1-1,0.8934076
A7-B003292-3_39_F-1-1,2.5992494
A7-MAA000572-3_8_M-1-1,2.0287714
A7-MAA000603-3_10_M-1-1,3.4965706
A7-MAA000617-3_10_M-1-1,3.988203
A8-B000825-3_38_F-1-1,2.2101555
A8-B000826-3_39_F-1-1,3.3123403
A8-B001176-3_56_F-1-1,4.3543572
A8-B001689-3_38_F-1-1,1.3551035
A8-B003279-3_38_F-1-1,3.248449
A8-B003281-3_39_F-1-1,1.878416
A8-B003292-3_39_F-1-1,2.7046688
A8-MAA000590-3_9_M-1-1,3.8155677
A8-MAA000591-3_8_M-1-1,2.7328513
A8-MAA000603-3_10_M-1-1,3.656972
A8-MAA000604-3_10_M-1-1,4.2159986
A8-MAA000605-3_10_M-1-1,3.5369773
A8-MAA000617-3_10_M-1-1,4.3679724
A9-B000825-3_38_F-1-1,1.4850526
A9-B001689-3_38_F-1-1,3.8026173
A9-B003279-3_38_F-1-1,4.667374
A9-B003292-3_39_F-1-1,3.109087
A9-MAA000603-3_10_M-1-1,3.6925473
A9-MAA000604-3_10_M-1-1,3.6552851
A9-MAA000605-3_10_M-1-1,3.548699
A9-MAA000617-3_10_M-1-1,3.9389002
B10-B000825-3_38_F-1-1,3.095984
B10-B000826-3_39_F-1-1,3.6946478
B10-B001176-3_56_F-1-1,3.817701
B10-B001689-3_38_F-1-1,3.9633577
B10-B003278-3_38_F-1-1,3.471932
B10-B003279-3_38_F-1-1,4.0053105
B10-B003292-3_39_F-1-1,4.659749
B10-MAA000590-3_9_M-1-1,4.390737
B10-MAA000593-3_8_M-1-1,3.1483173
B10-MAA000603-3_10_M-1-1,3.5749624
B10-MAA000605-3_10_M-1-1,3.275899
B10-MAA000617-3_10_M-1-1,4.1644645
B11-B000825-3_38_F-1-1,2.6306357
B11-B000826-3_39_F-1-1,3.8821135
B11-B001176-3_56_F-1-1,3.7030938
B11-B001689-3_38_F-1-1,3.3115861
B11-B003281-3_39_F-1-1,2.9242694
B11-B003292-3_39_F-1-1,3.958283
B11-MAA000570-3_8_M-1-1,2.5276887
B11-MAA000572-3_8_M-1-1,3.2192323
B11-MAA000591-3_8_M-1-1,3.5598147
B11-MAA000592-3_9_M-1-1,3.47241
B11-MAA000605-3_10_M-1-1,3.5060427
B12-B000825-3_38_F-1-1,3.4758186
B12-B000826-3_39_F-1-1,3.8796177
B12-B001689-3_38_F-1-1,3.0270522
B12-B003278-3_38_F-1-1,2.4747667
B12-B003279-3_38_F-1-1,3.8626742
B12-B003281-3_39_F-1-1,3.2933967
B12-B003292-3_39_F-1-1,4.043911
B12-MAA000572-3_8_M-1-1,3.014162
B12-MAA000590-3_9_M-1-1,2.8599842
B12-MAA000591-3_8_M-1-1,3.7686129
B12-MAA000592-3_9_M-1-1,3.3546135
B12-MAA000603-3_10_M-1-1,3.7851794
B12-MAA000605-3_10_M-1-1,4.2772408
B12-MAA000617-3_10_M-1-1,4.4286585
B13-B000825-3_38_F-1-1,2.3577185
B13-B000826-3_39_F-1-1,4.4573193
B13-B001689-3_38_F-1-1,3.671289
B13-B003278-3_38_F-1-1,3.72931
B13-B003279-3_38_F-1-1,3.9721704
B13-B003292-3_39_F-1-1,2.6062174
B13-MAA000603-3_10_M-1-1,3.0965366
B13-MAA000605-3_10_M-1-1,4.110371
B13-MAA000617-3_10_M-1-1,3.7824771
B14-B000825-3_38_F-1-1,4.1296754
B14-B000826-3_39_F-1-1,3.7400017
B14-B001689-3_38_F-1-1,3.4885676
B14-B003279-3_38_F-1-1,3.5530825
B14-B003292-3_39_F-1-1,3.7223604
B14-MAA000590-3_9_M-1-1,4.041111
B14-MAA000603-3_10_M-1-1,3.4123027
B14-MAA000604-3_10_M-1-1,4.2893486
B14-MAA000617-3_10_M-1-1,4.091398
B15-B000825-3_38_F-1-1,2.2673788
B15-B000826-3_39_F-1-1,3.3469083
B15-B001176-3_56_F-1-1,3.8086967
B15-B001689-3_38_F-1-1,4.708228
B15-B003279-3_38_F-1-1,4.159282
B15-B003292-3_39_F-1-1,3.626335
B15-MAA000590-3_9_M-1-1,2.651383
B15-MAA000592-3_9_M-1-1,3.9874246
B15-MAA000603-3_10_M-1-1,3.7166524
B15-MAA000604-3_10_M-1-1,3.9793675
B15-MAA000605-3_10_M-1-1,4.2671366
B15-MAA000617-3_10_M-1-1,4.0812774
B16-B000825-3_38_F-1-1,3.3832822
B16-B000826-3_39_F-1-1,3.9768577
B16-B001176-3_56_F-1-1,3.952335
B16-B001689-3_38_F-1-1,3.659486
B16-B003279-3_38_F-1-1,2.935167
B16-B003292-3_39_F-1-1,2.917054
B16-MAA000572-3_8_M-1-1,4.1051335
B16-MAA000590-3_9_M-1-1,4.784129
B16-MAA000591-3_8_M-1-1,3.0641015
B16-MAA000592-3_9_M-1-1,3.6769137
B16-MAA000603-3_10_M-1-1,3.5895693
B16-MAA000604-3_10_M-1-1,3.9848046
B16-MAA000605-3_10_M-1-1,0.22749647
B16-MAA000617-3_10_M-1-1,4.060302
B17-B000825-3_38_F-1-1,3.7825103
B17-B000826-3_39_F-1-1,3.6412647
B17-B003279-3_38_F-1-1,4.438217
B17-B003292-3_39_F-1-1,3.5297205
B17-MAA000591-3_8_M-1-1,3.4777055
B17-MAA000603-3_10_M-1-1,4.206897
B17-MAA000604-3_10_M-1-1,3.6619966
B17-MAA000605-3_10_M-1-1,3.6732376
B17-MAA000617-3_10_M-1-1,4.2937536
B18-B000825-3_38_F-1-1,3.8231463
B18-B000826-3_39_F-1-1,3.3549623
B18-B001176-3_56_F-1-1,4.1342974
B18-B001689-3_38_F-1-1,1.340153
B18-B003279-3_38_F-1-1,3.0216694
B18-B003292-3_39_F-1-1,3.696271
B18-MAA000592-3_9_M-1-1,3.531176
B18-MAA000593-3_8_M-1-1,3.193055
B18-MAA000603-3_10_M-1-1,4.146034
B18-MAA000604-3_10_M-1-1,3.8257794
B18-MAA000605-3_10_M-1-1,4.846064
B18-MAA000617-3_10_M-1-1,3.3837132
B19-B000825-3_38_F-1-1,3.4944894
B19-B000826-3_39_F-1-1,2.865513
B19-B001176-3_56_F-1-1,3.8210092
B19-B001689-3_38_F-1-1,3.3626666
B19-B003279-3_38_F-1-1,4.2783823
B19-B003292-3_39_F-1-1,3.697698
B19-MAA000570-3_8_M-1-1,4.174196
B19-MAA000592-3_9_M-1-1,3.7670062
B19-MAA000603-3_10_M-1-1,4.3671236
B19-MAA000604-3_10_M-1-1,3.878202
B19-MAA000617-3_10_M-1-1,4.3002343
B1-B000825-3_38_F-1-1,2.097356
B1-B000826-3_39_F-1-1,2.9470477
B1-B001176-3_56_F-1-1,3.829046
B1-B001689-3_38_F-1-1,4.1417217
B1-B003278-3_38_F-1-1,2.9155087
B1-B003279-3_38_F-1-1,3.8693192
B1-B003281-3_39_F-1-1,1.8030558
B1-B003292-3_39_F-1-1,3.1548564
B1-MAA000590-3_9_M-1-1,2.772216
B1-MAA000592-3_9_M-1-1,3.9763474
B1-MAA000593-3_8_M-1-1,3.3083656
B1-MAA000604-3_10_M-1-1,4.2836275
B1-MAA000617-3_10_M-1-1,3.2442331
B20-B000825-3_38_F-1-1,2.951868
B20-B000826-3_39_F-1-1,3.5150564
B20-B001176-3_56_F-1-1,3.5690415
B20-B001689-3_38_F-1-1,4.3198395
B20-B003279-3_38_F-1-1,1.9491609
B20-B003292-3_39_F-1-1,3.6949883
B20-MAA000570-3_8_M-1-1,4.4245915
B20-MAA000590-3_9_M-1-1,3.6072085
B20-MAA000592-3_9_M-1-1,4.001767
B20-MAA000603-3_10_M-1-1,3.920602
B20-MAA000604-3_10_M-1-1,4.1496916
B20-MAA000605-3_10_M-1-1,4.6357226
B21-B000825-3_38_F-1-1,3.1195323
B21-B001176-3_56_F-1-1,4.0862103
B21-B001689-3_38_F-1-1,3.2055907
B21-B003292-3_39_F-1-1,3.5388446
B21-MAA000590-3_9_M-1-1,4.6800613
B21-MAA000603-3_10_M-1-1,3.729008
B21-MAA000605-3_10_M-1-1,4.193584
B22-B000826-3_39_F-1-1,3.6621065
B22-B001176-3_56_F-1-1,3.4974875
B22-B001689-3_38_F-1-1,3.4808104
B22-MAA000603-3_10_M-1-1,3.5194914
B22-MAA000604-3_10_M-1-1,4.542283
B22-MAA000605-3_10_M-1-1,3.6161215
B2-B000825-3_38_F-1-1,3.262911
B2-B000826-3_39_F-1-1,3.64502
B2-B001176-3_56_F-1-1,4.2497935
B2-B001689-3_38_F-1-1,4.3537297
B2-B003279-3_38_F-1-1,3.5404222
B2-B003281-3_39_F-1-1,2.3765242
B2-B003292-3_39_F-1-1,4.2139344
B2-MAA000570-3_8_M-1-1,3.0265076
B2-MAA000572-3_8_M-1-1,3.4277105
B2-MAA000590-3_9_M-1-1,3.7042758
B2-MAA000592-3_9_M-1-1,3.6624892
B2-MAA000593-3_8_M-1-1,3.3936303
B2-MAA000603-3_10_M-1-1,4.3466897
B2-MAA000604-3_10_M-1-1,4.185457
B2-MAA000617-3_10_M-1-1,3.6455896
B3-B000825-3_38_F-1-1,1.4324561
B3-B000826-3_39_F-1-1,3.4855485
B3-B001176-3_56_F-1-1,1.497979
B3-B001689-3_38_F-1-1,4.105957
B3-B003279-3_38_F-1-1,3.58384
B3-B003281-3_39_F-1-1,3.233341
B3-B003292-3_39_F-1-1,3.654037
B3-MAA000570-3_8_M-1-1,0.3698721
B3-MAA000572-3_8_M-1-1,4.355834
B3-MAA000590-3_9_M-1-1,3.576353
B3-MAA000592-3_9_M-1-1,1.7967697
B3-MAA000593-3_8_M-1-1,1.3890728
B3-MAA000603-3_10_M-1-1,4.0641427
B3-MAA000604-3_10_M-1-1,4.2093344
B3-MAA000617-3_10_M-1-1,3.9287817
B4-B000825-3_38_F-1-1,3.6283956
B4-B000826-3_39_F-1-1,2.7645712
B4-B001176-3_56_F-1-1,4.406151
B4-B001689-3_38_F-1-1,3.3407788
B4-B003279-3_38_F-1-1,3.8622375
B4-B003281-3_39_F-1-1,2.9066403
B4-B003292-3_39_F-1-1,3.4086154
B4-MAA000570-3_8_M-1-1,4.0113153
B4-MAA000572-3_8_M-1-1,3.9747336
B4-MAA000590-3_9_M-1-1,3.0559998
B4-MAA000592-3_9_M-1-1,3.2148938
B4-MAA000593-3_8_M-1-1,3.4690995
B4-MAA000603-3_10_M-1-1,4.006066
B4-MAA000604-3_10_M-1-1,4.5569267
B4-MAA000617-3_10_M-1-1,4.4474607
B5-B000825-3_38_F-1-1,1.487404
B5-B000826-3_39_F-1-1,3.877637
B5-B001689-3_38_F-1-1,3.579329
B5-B003279-3_38_F-1-1,3.5446217
B5-B003281-3_39_F-1-1,3.495833
B5-B003292-3_39_F-1-1,3.9999754
B5-MAA000591-3_8_M-1-1,3.865651
B5-MAA000593-3_8_M-1-1,3.0977437
B5-MAA000603-3_10_M-1-1,4.726294
B5-MAA000604-3_10_M-1-1,4.108645
B6-B000825-3_38_F-1-1,3.5880766
B6-B000826-3_39_F-1-1,3.7660954
B6-B001689-3_38_F-1-1,3.4636667
B6-B003279-3_38_F-1-1,3.4722152
B6-B003281-3_39_F-1-1,2.5906103
B6-B003292-3_39_F-1-1,3.6738865
B6-MAA000572-3_8_M-1-1,3.8197494
B6-MAA000590-3_9_M-1-1,3.7095747
B6-MAA000592-3_9_M-1-1,3.1753614
B6-MAA000603-3_10_M-1-1,3.7985373
B6-MAA000604-3_10_M-1-1,3.3285441
B6-MAA000617-3_10_M-1-1,4.467739
B7-B000825-3_38_F-1-1,2.4596784
B7-B000826-3_39_F-1-1,3.4793446
B7-B001176-3_56_F-1-1,3.7919157
B7-B001689-3_38_F-1-1,2.9734817
B7-B003279-3_38_F-1-1,4.3846807
B7-B003281-3_39_F-1-1,2.7309113
B7-B003292-3_39_F-1-1,3.6078684
B7-MAA000590-3_9_M-1-1,3.7610133
B7-MAA000593-3_8_M-1-1,0.82048196
B7-MAA000603-3_10_M-1-1,3.6955304
B7-MAA000604-3_10_M-1-1,4.316016
B7-MAA000617-3_10_M-1-1,3.4722471
B8-B000825-3_38_F-1-1,2.9997678
B8-B000826-3_39_F-1-1,3.5590377
B8-B001176-3_56_F-1-1,3.4675875
B8-B003281-3_39_F-1-1,2.935513
B8-B003292-3_39_F-1-1,3.781828
B8-MAA000570-3_8_M-1-1,4.427395
B8-MAA000571-3_9_M-1-1,3.8784788
B8-MAA000572-3_8_M-1-1,4.0015078
B8-MAA000591-3_8_M-1-1,4.1716433
B8-MAA000593-3_8_M-1-1,2.9877558
B8-MAA000603-3_10_M-1-1,3.8838809
B9-B000825-3_38_F-1-1,3.2962763
B9-B001176-3_56_F-1-1,3.4388385
B9-B001689-3_38_F-1-1,3.7389283
B9-B003279-3_38_F-1-1,3.2412407
B9-B003292-3_39_F-1-1,3.842324
B9-MAA000592-3_9_M-1-1,3.194612
B9-MAA000603-3_10_M-1-1,3.4555907
B9-MAA000605-3_10_M-1-1,3.4765491
B9-MAA000617-3_10_M-1-1,3.5232003
C10-B000825-3_38_F-1-1,3.230772
C10-B000826-3_39_F-1-1,3.4623053
C10-B001176-3_56_F-1-1,4.2170033
C10-B001689-3_38_F-1-1,3.7728734
C10-B003279-3_38_F-1-1,3.961365
C10-MAA000590-3_9_M-1-1,3.4413328
C10-MAA000603-3_10_M-1-1,3.9861698
C10-MAA000605-3_10_M-1-1,4.424246
C10-MAA000617-3_10_M-1-1,3.4490707
C11-B000825-3_38_F-1-1,3.426777
C11-B000826-3_39_F-1-1,3.4020288
C11-B001176-3_56_F-1-1,3.5144665
C11-B001689-3_38_F-1-1,3.6354434
C11-B003278-3_38_F-1-1,3.6525533
C11-B003279-3_38_F-1-1,3.3012924
C11-B003292-3_39_F-1-1,3.4190784
C11-MAA000572-3_8_M-1-1,2.671175
C11-MAA000603-3_10_M-1-1,4.2711883
C11-MAA000605-3_10_M-1-1,3.794785
C11-MAA000617-3_10_M-1-1,4.4835696
C12-B000826-3_39_F-1-1,3.5923476
C12-B001176-3_56_F-1-1,3.7760708
C12-B001689-3_38_F-1-1,3.7069166
C12-B003279-3_38_F-1-1,3.6747298
C12-B003281-3_39_F-1-1,3.3548265
C12-B003292-3_39_F-1-1,2.710426
C12-MAA000570-3_8_M-1-1,4.1242914
C12-MAA000572-3_8_M-1-1,3.5303721
C12-MAA000590-3_9_M-1-1,3.8005013
C12-MAA000603-3_10_M-1-1,3.819439
C12-MAA000605-3_10_M-1-1,3.9692645
C12-MAA000617-3_10_M-1-1,3.9118247
C13-B000826-3_39_F-1-1,3.1557443
C13-B001176-3_56_F-1-1,3.8764298
C13-B001689-3_38_F-1-1,4.1852903
C13-B003279-3_38_F-1-1,0.0
C13-B003281-3_39_F-1-1,3.0277615
C13-B003292-3_39_F-1-1,3.833353
C13-MAA000603-3_10_M-1-1,4.236291
C13-MAA000605-3_10_M-1-1,3.5475426
C13-MAA000617-3_10_M-1-1,4.5469313
C14-B000826-3_39_F-1-1,4.2237797
C14-B001176-3_56_F-1-1,4.203071
C14-B001689-3_38_F-1-1,3.4602683
C14-B003279-3_38_F-1-1,4.1753607
C14-B003281-3_39_F-1-1,2.305115
C14-B003292-3_39_F-1-1,4.527748
C14-MAA000570-3_8_M-1-1,5.128482
C14-MAA000572-3_8_M-1-1,4.110478
C14-MAA000590-3_9_M-1-1,0.55951804
C14-MAA000603-3_10_M-1-1,3.9328177
C14-MAA000605-3_10_M-1-1,3.7972972
C14-MAA000617-3_10_M-1-1,4.65514
C15-B000825-3_38_F-1-1,3.118625
C15-B000826-3_39_F-1-1,4.237169
C15-B001176-3_56_F-1-1,4.104592
C15-B001689-3_38_F-1-1,3.919569
C15-B003279-3_38_F-1-1,3.8193974
C15-B003281-3_39_F-1-1,3.4272578
C15-B003292-3_39_F-1-1,4.1060123
C15-MAA000590-3_9_M-1-1,3.4904068
C15-MAA000603-3_10_M-1-1,3.595946
C15-MAA000605-3_10_M-1-1,3.8934898
C15-MAA000617-3_10_M-1-1,4.2879705
C16-B000825-3_38_F-1-1,2.205873
C16-B000826-3_39_F-1-1,3.6162012
C16-B001176-3_56_F-1-1,3.388056
C16-B003279-3_38_F-1-1,4.2249928
C16-B003281-3_39_F-1-1,3.465889
C16-B003292-3_39_F-1-1,3.5605264
C16-MAA000572-3_8_M-1-1,2.0667737
C16-MAA000590-3_9_M-1-1,4.682371
C16-MAA000603-3_10_M-1-1,3.1332893
C16-MAA000605-3_10_M-1-1,4.160997
C16-MAA000617-3_10_M-1-1,4.3249726
C17-B000825-3_38_F-1-1,3.7804618
C17-B000826-3_39_F-1-1,3.9861226
C17-B001689-3_38_F-1-1,1.1867332
C17-B003279-3_38_F-1-1,4.8516836
C17-B003292-3_39_F-1-1,4.298409
C17-MAA000591-3_8_M-1-1,4.5792317
C17-MAA000603-3_10_M-1-1,3.2502189
C17-MAA000605-3_10_M-1-1,2.4399896
C17-MAA000617-3_10_M-1-1,4.225824
C18-B000825-3_38_F-1-1,3.1517458
C18-B000826-3_39_F-1-1,3.9313555
C18-B001176-3_56_F-1-1,4.4625883
C18-B001689-3_38_F-1-1,3.9100003
C18-B003278-3_38_F-1-1,3.2852561
C18-B003279-3_38_F-1-1,3.9802878
C18-B003292-3_39_F-1-1,3.8681812
C18-MAA000593-3_8_M-1-1,3.730515
C18-MAA000603-3_10_M-1-1,3.565611
C18-MAA000604-3_10_M-1-1,4.266707
C18-MAA000605-3_10_M-1-1,4.6560063
C18-MAA000617-3_10_M-1-1,4.9543295
C19-B000825-3_38_F-1-1,2.640021
C19-B000826-3_39_F-1-1,3.9069452
C19-B001176-3_56_F-1-1,3.426991
C19-B001689-3_38_F-1-1,3.2611494
C19-B003278-3_38_F-1-1,4.0260596
C19-B003279-3_38_F-1-1,3.8895845
C19-B003292-3_39_F-1-1,2.9979002
C19-MAA000592-3_9_M-1-1,4.0944886
C19-MAA000603-3_10_M-1-1,3.4280975
C19-MAA000604-3_10_M-1-1,4.1763425
C19-MAA000605-3_10_M-1-1,3.9127433
C19-MAA000617-3_10_M-1-1,4.3625693
C1-B000825-3_38_F-1-1,2.5970616
C1-B000826-3_39_F-1-1,2.5235267
C1-B001176-3_56_F-1-1,4.137109
C1-B001689-3_38_F-1-1,2.6645422
C1-B003279-3_38_F-1-1,3.1047623
C1-B003281-3_39_F-1-1,1.5809102
C1-B003292-3_39_F-1-1,2.8112438
C1-MAA000570-3_8_M-1-1,4.11182
C1-MAA000572-3_8_M-1-1,3.6152585
C1-MAA000590-3_9_M-1-1,4.64982
C1-MAA000593-3_8_M-1-1,3.5577075
C1-MAA000603-3_10_M-1-1,4.0729237
C1-MAA000604-3_10_M-1-1,4.1418715
C1-MAA000617-3_10_M-1-1,4.4935513
C20-B000825-3_38_F-1-1,3.855886
C20-B000826-3_39_F-1-1,3.29954
C20-B001176-3_56_F-1-1,4.385234
C20-B001689-3_38_F-1-1,4.1825995
C20-B003278-3_38_F-1-1,3.4625783
C20-B003292-3_39_F-1-1,4.5495224
C20-MAA000603-3_10_M-1-1,3.509674
C20-MAA000604-3_10_M-1-1,4.619829
C20-MAA000605-3_10_M-1-1,3.5442564
C21-B000825-3_38_F-1-1,3.0591002
C21-B000826-3_39_F-1-1,3.4307666
C21-B001176-3_56_F-1-1,3.8237202
C21-B001689-3_38_F-1-1,3.438375
C21-B003279-3_38_F-1-1,3.8678885
C21-B003281-3_39_F-1-1,3.5441937
C21-B003292-3_39_F-1-1,4.0487294
C21-MAA000572-3_8_M-1-1,4.053632
C21-MAA000593-3_8_M-1-1,2.1677175
C21-MAA000604-3_10_M-1-1,4.3306074
C22-B000826-3_39_F-1-1,3.2822943
C22-B001176-3_56_F-1-1,2.9370546
C22-B003279-3_38_F-1-1,4.0165205
C22-B003281-3_39_F-1-1,3.2950256
C22-MAA000590-3_9_M-1-1,0.3484703
C22-MAA000603-3_10_M-1-1,4.3687544
C22-MAA000604-3_10_M-1-1,4.220139
C22-MAA000605-3_10_M-1-1,3.3350642
C2-B000825-3_38_F-1-1,1.8275074
C2-B000826-3_39_F-1-1,3.0794063
C2-B001176-3_56_F-1-1,4.383361
C2-B001689-3_38_F-1-1,4.4614286
C2-B003278-3_38_F-1-1,3.1929379
C2-B003279-3_38_F-1-1,3.6047835
C2-B003281-3_39_F-1-1,3.5326366
C2-B003292-3_39_F-1-1,3.9746158
C2-MAA000570-3_8_M-1-1,2.7887287
C2-MAA000572-3_8_M-1-1,3.9503915
C2-MAA000573-3_9_M-1-1,4.096148
C2-MAA000590-3_9_M-1-1,3.8543906
C2-MAA000592-3_9_M-1-1,3.6544278
C2-MAA000593-3_8_M-1-1,3.2743464
C2-MAA000603-3_10_M-1-1,3.6004648
C2-MAA000617-3_10_M-1-1,4.1414604
C3-B000825-3_38_F-1-1,3.247608
C3-B000826-3_39_F-1-1,2.9354517
C3-B001689-3_38_F-1-1,3.9274936
C3-B003278-3_38_F-1-1,2.9326339
C3-B003279-3_38_F-1-1,2.4626536
C3-B003281-3_39_F-1-1,2.3624156
C3-B003292-3_39_F-1-1,3.6567912
C3-MAA000570-3_8_M-1-1,3.5313032
C3-MAA000572-3_8_M-1-1,3.5297172
C3-MAA000592-3_9_M-1-1,3.4526489
C3-MAA000593-3_8_M-1-1,3.1295896
C3-MAA000603-3_10_M-1-1,4.1952567
C3-MAA000604-3_10_M-1-1,3.7695746
C3-MAA000617-3_10_M-1-1,4.406645
C4-B000825-3_38_F-1-1,3.1272902
C4-B000826-3_39_F-1-1,3.7790637
C4-B001176-3_56_F-1-1,3.9098322
C4-B001689-3_38_F-1-1,3.1300247
C4-B003279-3_38_F-1-1,2.351906
C4-B003292-3_39_F-1-1,3.504885
C4-MAA000570-3_8_M-1-1,3.393541
C4-MAA000603-3_10_M-1-1,3.8143525
C4-MAA000604-3_10_M-1-1,3.9379
C4-MAA000617-3_10_M-1-1,3.4053195
C5-B000825-3_38_F-1-1,3.8578877
C5-B000826-3_39_F-1-1,3.49433
C5-B001176-3_56_F-1-1,3.9203427
C5-B001689-3_38_F-1-1,4.2399983
C5-B003278-3_38_F-1-1,4.2516065
C5-B003281-3_39_F-1-1,2.2801151
C5-B003292-3_39_F-1-1,3.7522447
C5-MAA000570-3_8_M-1-1,4.723151
C5-MAA000573-3_9_M-1-1,3.8731184
C5-MAA000592-3_9_M-1-1,2.7784019
C5-MAA000603-3_10_M-1-1,4.59906
C5-MAA000604-3_10_M-1-1,3.5735698
C5-MAA000617-3_10_M-1-1,3.8085666
C6-B000825-3_38_F-1-1,3.2530775
C6-B001176-3_56_F-1-1,3.171672
